antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({7153}),frozenset({5952}),0.28852459016393445,0.28852459016393445,0.24918032786885247,0.8636363636363636,2.993285123966942,0.16593388873958614,5.217486338797815
frozenset({5952}),frozenset({7153}),0.28852459016393445,0.28852459016393445,0.24918032786885247,0.8636363636363636,2.993285123966942,0.16593388873958614,5.217486338797815
"frozenset({1210, 260, 1196})",frozenset({2571}),0.23934426229508196,0.43278688524590164,0.20655737704918034,0.8630136986301371,1.9940846824408471,0.10297231926901372,4.140655737704922
"frozenset({480, 593})",frozenset({356}),0.2360655737704918,0.521311475409836,0.20327868852459016,0.861111111111111,1.6518169112508736,0.08021499596882559,3.4465573770491793
"frozenset({4993, 2571})",frozenset({5952}),0.23442622950819672,0.28852459016393445,0.20163934426229507,0.8601398601398601,2.981166560712015,0.13400161246976616,5.087049180327868
"frozenset({296, 260})",frozenset({1196}),0.23442622950819672,0.3344262295081967,0.20163934426229507,0.8601398601398601,2.571986836692719,0.12324106423004567,4.758852459016392
"frozenset({1210, 1196})",frozenset({2571}),0.25245901639344265,0.43278688524590164,0.21639344262295082,0.8571428571428571,1.9805194805194803,0.10713249126578876,3.9704918032786876
"frozenset({593, 356, 318})",frozenset({296}),0.24098360655737705,0.47540983606557374,0.20491803278688525,0.8503401360544218,1.7886464930799908,0.0903520558989519,3.5052160953800313
frozenset({4993}),frozenset({5952}),0.30327868852459017,0.28852459016393445,0.2573770491803279,0.8486486486486488,2.9413390663390664,0.16987368986831497,4.700819672131151
"frozenset({593, 110})",frozenset({356}),0.2360655737704918,0.521311475409836,0.2,0.8472222222222222,1.6251747030048918,0.07693630744423544,3.1332339791356185
"frozenset({296, 589})",frozenset({356}),0.2459016393442623,0.521311475409836,0.2081967213114754,0.8466666666666667,1.6241090146750525,0.08000537489922063,3.1218816821097652
frozenset({47}),frozenset({296}),0.31311475409836065,0.47540983606557374,0.2639344262295082,0.8429319371727748,1.773063729915147,0.11507659231389411,3.339890710382513
"frozenset({593, 260})",frozenset({1196}),0.23770491803278687,0.3344262295081967,0.2,0.8413793103448277,2.5158891142663964,0.12050524052674014,4.196008553100502
"frozenset({356, 260})",frozenset({1196}),0.24754098360655738,0.3344262295081967,0.2081967213114754,0.8410596026490066,2.514933125568108,0.12541252351518406,4.187568306010927
"frozenset({296, 2959})",frozenset({2571}),0.2459016393442623,0.43278688524590164,0.20655737704918034,0.8400000000000001,1.9409090909090911,0.100134372480516,3.545081967213117
"frozenset({1196, 2571, 260})",frozenset({1210}),0.2459016393442623,0.30491803278688523,0.20655737704918034,0.8400000000000001,2.75483870967742,0.13157753292125773,4.344262295081969
frozenset({377}),frozenset({356}),0.2540983606557377,0.521311475409836,0.21311475409836064,0.8387096774193548,1.6088456076283222,0.0806503628056974,2.967868852459015
frozenset({4993}),frozenset({7153}),0.30327868852459017,0.28852459016393445,0.2540983606557377,0.8378378378378378,2.9038697788697787,0.1665950013437248,4.387431693989071
"frozenset({110, 318})",frozenset({356}),0.260655737704918,0.521311475409836,0.2180327868852459,0.8364779874213838,1.60456469285234,0.08214995968825586,2.9273644388398514
